lights,T2,RH_2,hour
-0.337004096417083,-1.0263408573578008,-0.4003918656592683,-1.0912614151779025
-0.337004096417083,-1.0337160119735211,-0.4003918656592683,-1.0912614151779025
-0.337004096417083,-1.0573165160365188,-0.4003918656592683,-0.9454480103790862
-0.337004096417083,-1.0779669551556628,-0.4003918656592683,-0.9454480103790862
-0.337004096417083,-1.0779669551556628,-0.4003918656592683,-0.9454480103790862
-0.337004096417083,-1.0779669551556628,-0.4003918656592683,-0.9454480103790862
-0.337004096417083,-1.0779669551556628,-0.4003918656592683,-0.9454480103790862
-0.337004096417083,-1.0779669551556628,-0.4003918656592683,-0.9454480103790862
-0.337004096417083,-1.0779669551556628,-0.4003918656592683,-0.7996346055802699
-0.337004096417083,-1.0779669551556628,-0.40318581229426553,-0.7996346055802699
-0.337004096417083,-1.0779669551556628,-0.4199494867703452,-0.7996346055802699
-0.337004096417083,-1.0632166407616155,-0.4199494867703452,-0.7996346055802699
-0.337004096417083,-1.0263408573578008,-0.4199494867703452,-0.7996346055802699
-0.337004096417083,-1.0189657027420822,-0.42680735416718635,-0.7996346055802699
-0.337004096417083,-0.9850399791195126,-0.42955050077032886,-0.6538212007814536
-0.337004096417083,-0.9894650739539878,-0.43595117677031797,-0.6538212007814536
-0.337004096417083,-0.9747147595599406,-0.43595117677031797,-0.6538212007814536
-0.337004096417083,-0.9415265560452911,-0.4435710286432673,-0.6538212007814536
-0.337004096417083,-0.8515496397903842,-0.40191583638945183,-0.6538212007814536
-0.337004096417083,-0.5513807576174781,-0.418882707437015,-0.6538212007814536
-0.337004096417083,-0.06019531359248476,-0.5837763127065414,-0.5080077959826373
-0.337004096417083,0.30354742191510375,-0.7346493901031306,-0.5080077959826373
-0.337004096417083,0.6463447112929033,-0.8575830082616195,-0.5080077959826373
-0.337004096417083,1.0159875715255904,-1.0333476034359432,-0.5080077959826373
-0.337004096417083,1.3469846114531945,-1.1783787945151365,-0.5080077959826373
-0.337004096417083,1.6458259646594973,-1.390007493879766,-0.5080077959826373
-0.337004096417083,1.826369806027994,-1.4374537741970899,-0.362194391183821
-0.337004096417083,1.9628102051383658,-1.5706487943238951,-0.362194391183821
-0.337004096417083,1.9628102051383658,-1.6289660645460164,-0.362194391183821
-0.337004096417083,2.0402493518351568,-1.6431897889904357,-0.362194391183821
