lights,T2,RH_2,hour
3.1539740276496437,-0.33886592768651197,1.2303769482716456,0.7923223599861068
3.1539740276496437,-0.33886592768651197,1.2121297428907736,0.7923223599861068
3.1539740276496437,-0.33886592768651197,1.1862232176338434,0.7923223599861068
4.372855542229644,-0.33886592768651197,1.1763111545505462,0.7923223599861068
4.372855542229644,-0.33886592768651197,1.1600914164342155,0.7923223599861068
4.372855542229644,-0.33886592768651197,1.1519815473760502,0.7923223599861068
5.591737056809644,-0.33886592768651197,1.1519815473760502,0.9365639411859483
5.591737056809644,-0.33886592768651197,1.1519815473760502,0.9365639411859483
4.372855542229644,-0.33886592768651197,1.1339596152345879,0.9365639411859483
4.372855542229644,-0.320956405205369,1.1249486505154995,0.9365639411859483
8.029500085969644,-0.24533841940615547,1.1249486505154995,0.9365639411859483
6.810618571389645,-0.20354953361682335,1.1249486505154995,0.9365639411859483
5.591737056809644,-0.11997176203815908,1.1249486505154995,1.08080552238579
4.372855542229644,-0.02246436385299789,1.314178928539352,1.08080552238579
0.7162109984896435,0.053153621946215666,1.5124201712822904,1.08080552238579
0.7162109984896435,0.15862080591082756,1.7620239207635637,1.08080552238579
0.7162109984896435,0.23821868758468712,1.8881774376439386,1.08080552238579
3.1539740276496437,0.2581181550182303,1.8431226113452135,1.08080552238579
3.1539740276496437,0.2581181550182303,1.6466835599241187,1.2250471035856316
4.372855542229644,0.2581181550182303,1.564683773681546,1.2250471035856316
1.9350925130696437,0.2581181550182303,1.4824587114962757,1.2250471035856316
4.372855542229644,0.2939371999805162,1.4304203850397177,1.2250471035856316
4.372855542229644,0.311846722461657,1.3475195004329343,1.2250471035856316
4.372855542229644,0.3516456632985868,1.2772339685955023,1.2250471035856316
3.1539740276496437,0.3934345490879189,1.2222670792134802,1.3692886847854733
1.9350925130696437,0.4372133798296534,1.2222670792134802,1.3692886847854733
3.1539740276496437,0.4571128472631987,1.3114756388532973,1.3692886847854733
1.9350925130696437,0.5367107289370583,1.3312997623166036,1.3692886847854733
1.9350925130696437,0.5566101963706014,1.303365769795132,1.3692886847854733
1.9350925130696437,0.5566101963706014,1.269124099537339,1.3692886847854733
1.9350925130696437,0.6103387638140282,1.188025408955687,1.5135302659853147
1.9350925130696437,0.6103387638140282,1.1141354917712798,1.5135302659853147
1.9350925130696437,0.6700371720845032,1.0771905318274322,1.5135302659853147
3.1539740276496437,0.7138160028262377,1.0069049999900002,1.5135302659853147
1.9350925130696437,0.7357054211820245,0.9717622340712861,1.5135302659853147
1.9350925130696437,0.7357054211820245,0.9357183724916492,1.5135302659853147
1.9350925130696437,0.7357054211820245,0.9059821859450442,1.6577718471851564
1.9350925130696437,0.7357054211820245,0.9059821859450442,1.6577718471851564
0.7162109984896435,0.7357054211820245,0.9357183724916492,1.6577718471851564
1.9350925130696437,0.69192659044029,0.9519381106079781,1.6577718471851564
1.9350925130696437,0.6700371720845032,0.974916072939446,1.6577718471851564
1.9350925130696437,0.6103387638140282,0.9600479796661435,1.6577718471851564
0.7162109984896435,0.6103387638140282,0.9798721031294515,-1.6597845204112005
1.9350925130696437,0.5566101963706014,1.016817063073299,-1.6597845204112005
1.9350925130696437,0.5168112555336717,1.016817063073299,-1.6597845204112005
1.9350925130696437,0.4969117881001285,1.0249269321314645,-1.6597845204112005
0.7162109984896435,0.4969117881001285,1.0411466702477952,-1.6597845204112005
1.9350925130696437,0.4372133798296534,1.0510587333310923,-1.6597845204112005
1.9350925130696437,0.4372133798296534,1.0708828567944004,-1.5155429392113589
1.9350925130696437,0.3715451307321321,1.0708828567944004,-1.5155429392113589
0.7162109984896435,0.3715451307321321,1.0871025949107291,-1.5155429392113589
-0.5026705160903567,0.311846722461657,1.0952124639688945,-1.5155429392113589
-0.5026705160903567,0.27602767749937324,1.0952124639688945,-1.5155429392113589
-0.5026705160903567,0.2581181550182303,1.1249486505154995,-1.5155429392113589
-0.5026705160903567,0.2581181550182303,1.142970582656964,-1.3713013580115174
-0.5026705160903567,0.19841974674775734,1.1600914164342155,-1.3713013580115174
